,index,Session_Name_,Trial_Index_,expcond,trialn,noisecond,whichfirstopt,noiseinl,noiseinr,freql,freqr,frame,Frame_Name,Slider_X,Choice_SND1_Time,CONF,CONF_RT,Choice_SND1,Choice_SND1_RT,TRIAL_N_LIVE,itm_1,itm,part,logRT,zRT,zLogRT,zConf,zLFreq,zRFreq,Choice,totFreq,dFreq,absDFreq,zTotFreq,zDFreq,zAbsDFreq,choFreq,unchoFreq,zChoFreq,zUnchoFreq,ConfSplit,correct,LEv_bin,REv_bin
1526,2066,Pilot15,107,Experiment,149,1,0,1,1,7,5,2,aversion2.png,462,2930222.21,41.67,1975,z,1891,87,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L07_R05.wav,11,7.544861068658458,0.6462229413516931,1.00357399553421,-1.4273339058606564,0.5222329678670935,-0.17407765595569785,0,12,-2,2,0.26111648393354675,-0.4670993664969138,-0.7537783614444089,7,5,0.5038844781036871,-0.15701124544472697,0.0,0,3,1
1527,2067,Pilot15,108,Experiment,109,1,0,1,1,3,1,2,aversion2.png,732,2946598.52,86.67,3536,m,818,88,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L03_R01.wav,11,6.706862336602747,-0.2932689584801924,0.0392531607116642,0.32534210790304663,-0.8703882797784892,-1.5666989036012806,1,4,-2,2,-1.8278153875348273,-0.4670993664969138,-0.7537783614444089,1,3,-1.5811547416357075,-0.8548390029768466,1.0,1,1,0
1528,2068,Pilot15,109,Experiment,123,1,0,1,1,4,7,2,aversion2.png,762,2960877.7,91.67,1579,z,397,89,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L04_R07.wav,11,5.983936280687191,-0.6618860039873907,-0.7926486442532547,0.5200838872101248,-0.5222329678670935,0.5222329678670935,0,11,3,3,0.0,0.7006490497453707,-0.3015113445777635,4,7,-0.5386351317660102,0.5408165120873927,1.0,1,1,2
1529,2069,Pilot15,110,Experiment,115,1,0,1,1,3,8,2,aversion2.png,702,2977605.47,81.67,1359,z,741,90,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L03_R08.wav,11,6.608000625296087,-0.360688228086022,-0.07451122141974705,0.13060032859596848,-0.8703882797784892,0.8703882797784892,0,11,5,5,0.0,1.1677484162422844,0.6030226891555273,3,8,-0.8861416683892427,0.8897303908534524,1.0,1,1,3
1530,2070,Pilot15,111,Experiment,63,1,0,1,1,7,10,1,like2.png,612,3045981.56,66.67,2376,m,384,91,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L07_R10.wav,11,5.950642552587727,-0.6732684780766867,-0.8309611552954497,-0.45362500932526584,0.5222329678670935,1.5666989036012806,1,17,3,3,1.5666989036012806,0.7006490497453707,-0.3015113445777635,10,7,1.5464040879733845,0.5408165120873927,0.0,1,3,4
1531,2071,Pilot15,112,Experiment,34,1,0,1,1,4,8,1,like2.png,612,3059677.52,66.67,8300,z,1380,92,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L04_R08.wav,11,7.22983877815125,0.19880415214936925,0.6410644277399892,-0.45362500932526584,-0.5222329678670935,0.8703882797784892,0,12,4,4,0.26111648393354675,0.9341987329938276,0.15075567228888187,4,8,-0.5386351317660102,0.8897303908534524,0.0,0,1,3
1532,2072,Pilot15,113,Experiment,81,1,0,1,1,9,10,1,like2.png,342,3078663.5,21.67,3965,z,2166,93,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L09_R10.wav,11,7.680637427560936,0.887006047086799,1.1598176350022695,-2.206301023088969,1.2185435916898848,1.5666989036012806,0,19,1,1,2.088931871468374,0.2335496832484569,-1.2060453783110543,9,10,1.1988975513501519,1.587558148385572,0.0,0,4,4
1533,2073,Pilot15,114,Experiment,1,1,0,1,1,1,2,1,like2.png,812,3097543.31,100.0,2530,m,1579,94,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L01_R02.wav,11,7.364547014255642,0.3730435632085913,0.796078932808505,0.8445236915357168,-1.5666989036012806,-1.2185435916898848,1,3,1,1,-2.088931871468374,0.2335496832484569,-1.2060453783110543,2,1,-1.233648205012475,-1.5526667605089661,1.0,1,0,0
1534,2074,Pilot15,115,Experiment,29,1,0,1,1,4,2,1,like2.png,762,3110302.01,91.67,3691,z,354,95,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L04_R02.wav,11,5.869296913133774,-0.6995357259750619,-0.9245690474637095,0.5200838872101248,-0.5222329678670935,-1.2185435916898848,0,6,-2,2,-1.3055824196677337,-0.4670993664969138,-0.7537783614444089,4,2,-0.5386351317660102,-1.2037528817429064,1.0,1,1,0
1535,2075,Pilot15,116,Experiment,45,1,0,1,1,5,10,1,like2.png,812,3127999.31,100.0,2447,m,301,96,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L05_R10.wav,11,5.707110264748875,-0.7459411972621913,-1.111204131963096,0.8445236915357168,-0.17407765595569785,1.5666989036012806,1,15,5,5,1.044465935734187,1.1677484162422844,0.6030226891555273,10,5,1.5464040879733845,-0.15701124544472697,1.0,1,2,4
1536,2076,Pilot15,117,Experiment,11,1,0,1,1,2,3,1,like2.png,732,3141382.75,86.67,1600,z,1302,97,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L02_R03.wav,11,7.171656822768514,0.1305093076135938,0.5741119734699772,0.32534210790304663,-1.2185435916898848,-0.8703882797784892,0,5,1,1,-1.5666989036012806,0.2335496832484569,-1.2060453783110543,2,3,-1.233648205012475,-0.8548390029768466,0.0,0,0,0
1537,2077,Pilot15,118,Experiment,19,1,0,1,1,3,1,1,like2.png,522,3154877.77,51.67,2596,z,1913,98,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L03_R01.wav,11,7.556427969440253,0.6654855898105015,1.016884520946161,-1.0378503472465002,-0.8703882797784892,-1.5666989036012806,0,4,-2,2,-1.8278153875348273,-0.4670993664969138,-0.7537783614444089,3,1,-0.8861416683892427,-1.5526667605089661,0.0,1,1,0
1538,2078,Pilot15,119,Experiment,74,1,0,1,1,9,2,1,like2.png,812,3168031.49,100.0,1982,z,767,99,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L09_R02.wav,11,6.642486801367256,-0.3379232799074302,-0.03482650970519931,0.8445236915357168,1.2185435916898848,-1.2185435916898848,0,11,-7,7,0.0,-1.6348477827391983,1.507556722888818,9,2,1.1988975513501519,-1.2037528817429064,1.0,1,4,0
1539,2079,Pilot15,120,Experiment,44,1,0,1,1,5,9,1,like2.png,812,3180438.33,100.0,1309,m,657,100,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L05_R09.wav,11,6.48768401848461,-0.4342365222014725,-0.21296466566164793,0.8445236915357168,-0.17407765595569785,1.2185435916898848,1,14,4,4,0.7833494518006403,0.9341987329938276,0.15075567228888187,9,5,1.1988975513501519,-0.15701124544472697,1.0,1,2,4
1540,2080,Pilot15,121,Experiment,12,1,0,1,1,2,4,1,like2.png,402,3200054.02,31.67,1717,m,6206,101,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L02_R04.wav,11,8.733271845008325,4.424328764067989,2.3711288952301994,-1.8168174644748127,-1.2185435916898848,-0.5222329678670935,1,6,2,2,-1.3055824196677337,0.4670993664969138,-0.7537783614444089,4,2,-0.5386351317660102,-1.2037528817429064,0.0,1,0,1
1541,2081,Pilot15,122,Experiment,15,1,0,1,1,2,7,1,like2.png,812,3212631.36,100.0,4102,m,983,102,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L02_R07.wav,11,6.890609120147166,-0.14879909503912894,0.2506984110748028,0.8445236915357168,-1.2185435916898848,0.5222329678670935,1,9,5,5,-0.5222329678670935,1.1677484162422844,0.6030226891555273,7,2,0.5038844781036871,-1.2037528817429064,1.0,1,0,2
1542,2082,Pilot15,123,Experiment,84,1,0,1,1,10,3,1,like2.png,792,3227997.8,96.67,2384,z,2600,103,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L10_R03.wav,11,7.8632667240095735,1.2670055666832931,1.3699769453658754,0.7148256665172028,1.5666989036012806,-0.8703882797784892,0,13,-7,7,0.5222329678670935,-1.6348477827391983,1.507556722888818,10,3,1.5464040879733845,-0.8548390029768466,1.0,1,4,0
1543,2083,Pilot15,124,Experiment,42,1,0,1,1,5,7,1,like2.png,732,3240215.36,86.67,2247,m,834,104,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L05_R07.wav,11,6.726233402358747,-0.279259759601059,0.06154427117122837,0.32534210790304663,-0.17407765595569785,0.5222329678670935,1,12,2,2,0.26111648393354675,0.4670993664969138,-0.7537783614444089,7,5,0.5038844781036871,-0.15701124544472697,0.0,1,2,2
1544,2084,Pilot15,125,Experiment,54,1,0,1,1,6,10,1,like2.png,732,3254254.46,86.67,1790,m,956,105,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L06_R10.wav,11,6.862757913051401,-0.1724396181476666,0.21864884077113475,0.32534210790304663,0.17407765595569785,1.5666989036012806,1,16,4,4,1.3055824196677337,0.9341987329938276,0.15075567228888187,10,6,1.5464040879733845,0.19190263332133284,0.0,1,2,4
1545,2085,Pilot15,126,Experiment,79,1,0,1,1,9,7,1,like2.png,582,3266997.87,61.67,1263,z,700,106,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L09_R07.wav,11,6.551080335043404,-0.39658680021380144,-0.14001182388504887,-0.648366788632344,1.2185435916898848,0.5222329678670935,0,16,-2,2,1.3055824196677337,-0.4670993664969138,-0.7537783614444089,9,7,1.1988975513501519,0.5408165120873927,0.0,1,4,2
1546,2086,Pilot15,127,Experiment,50,1,0,1,1,6,5,1,like2.png,252,3278039.58,6.67,2726,m,958,107,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L06_R05.wav,11,6.86484777797086,-0.17068846828777492,0.22105373734998238,-2.7905263610102033,0.17407765595569785,-0.17407765595569785,1,11,-1,1,0.0,-0.2335496832484569,-1.2060453783110543,5,6,-0.19112859514277777,0.19190263332133284,0.0,0,2,1
1547,2087,Pilot15,128,Experiment,80,1,0,1,1,9,8,1,like2.png,342,3294870.39,21.67,3318,z,4639,108,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L09_R08.wav,11,8.442254104751743,3.0523028488428596,2.036242385862855,-2.206301023088969,1.2185435916898848,0.8703882797784892,0,17,-1,1,1.5666989036012806,-0.2335496832484569,-1.2060453783110543,9,8,1.1988975513501519,0.8897303908534524,0.0,1,4,3
1548,2088,Pilot15,129,Experiment,3,1,0,1,1,1,4,1,like2.png,812,3309061.8,100.0,2212,m,814,109,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L01_R04.wav,11,6.70196036600254,-0.29677125819997574,0.03361225434672159,0.8445236915357168,-1.5666989036012806,-0.5222329678670935,1,5,3,3,-1.5666989036012806,0.7006490497453707,-0.3015113445777635,4,1,-0.5386351317660102,-1.5526667605089661,1.0,1,0,1
1549,2089,Pilot15,130,Experiment,67,1,0,1,1,8,4,1,like2.png,732,3324605.9,86.67,2247,z,1674,110,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L08_R04.wav,11,7.422971251049421,0.456223181553446,0.8633101906179754,0.32534210790304663,0.8703882797784892,-0.5222329678670935,0,12,-4,4,0.26111648393354675,-0.9341987329938276,0.15075567228888187,8,4,0.8513910147269195,-0.5059251242107867,0.0,1,3,1
1550,2090,Pilot15,131,Experiment,57,1,0,1,1,7,3,1,like2.png,812,3336543.22,100.0,2954,z,678,111,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L07_R03.wav,11,6.519147287940395,-0.4158494486726099,-0.17675854134756905,0.8445236915357168,0.5222329678670935,-0.8703882797784892,0,10,-4,4,-0.26111648393354675,-0.9341987329938276,0.15075567228888187,7,3,0.5038844781036871,-0.8548390029768466,1.0,1,3,0
1551,2091,Pilot15,132,Experiment,35,1,0,1,1,4,9,1,like2.png,812,3350783.47,100.0,2600,m,285,112,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L04_R09.wav,11,5.652489180268651,-0.7599503961413248,-1.174058940413309,0.8445236915357168,-0.5222329678670935,1.2185435916898848,1,13,5,5,0.5222329678670935,1.1677484162422844,0.6030226891555273,9,4,1.1988975513501519,-0.5059251242107867,1.0,1,1,4
1552,2092,Pilot15,133,Experiment,18,1,0,1,1,2,10,1,like2.png,812,3362223.05,100.0,2126,m,825,113,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L02_R10.wav,11,6.715383386334681,-0.2871399339705715,0.0490586955850951,0.8445236915357168,-1.2185435916898848,1.5666989036012806,1,12,8,8,0.26111648393354675,1.8683974659876552,1.9598237397554636,10,2,1.5464040879733845,-1.2037528817429064,1.0,1,0,4
1553,2093,Pilot15,134,Experiment,31,1,0,1,1,4,5,1,like2.png,762,3373790.2,91.67,2401,m,359,114,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L04_R05.wav,11,5.883322388488279,-0.6951578513253326,-0.908429335570041,0.5200838872101248,-0.5222329678670935,-0.17407765595569785,1,9,1,1,-0.5222329678670935,0.2335496832484569,-1.2060453783110543,5,4,-0.19112859514277777,-0.5059251242107867,1.0,1,1,1
1554,2094,Pilot15,135,Experiment,72,1,0,1,1,8,10,1,like2.png,432,3387207.32,36.67,1840,m,1709,115,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L08_R10.wav,11,7.443663683115591,0.48686830410155035,0.8871218535731303,-1.6220756851677345,0.8703882797784892,1.5666989036012806,1,18,2,2,1.8278153875348273,0.4670993664969138,-0.7537783614444089,10,8,1.5464040879733845,0.8897303908534524,0.0,1,3,4
1555,2095,Pilot15,136,Experiment,46,1,0,1,1,6,1,1,like2.png,812,3400183.51,100.0,2408,z,669,116,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L06_R01.wav,11,6.505784060128229,-0.42372962304212247,-0.19213617678639636,0.8445236915357168,0.17407765595569785,-1.5666989036012806,0,7,-5,5,-1.044465935734187,-1.1677484162422844,0.6030226891555273,6,1,0.15637794148045467,-1.5526667605089661,1.0,1,2,0
1556,2096,Pilot15,137,Experiment,24,1,0,1,1,3,7,1,like2.png,672,3413142.32,76.67,1947,m,594,117,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L03_R07.wav,11,6.386879319362645,-0.4893977427880604,-0.32896492663205024,-0.06414145071110962,-0.8703882797784892,0.5222329678670935,1,10,4,4,-0.26111648393354675,0.9341987329938276,0.15075567228888187,7,3,0.5038844781036871,-0.8548390029768466,0.0,1,1,2
1557,2097,Pilot15,138,Experiment,33,1,0,1,1,4,7,1,like2.png,812,3426494.04,100.0,2380,m,546,118,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L04_R07.wav,11,6.302618975744905,-0.5314253394254607,-0.42592689303093473,0.8445236915357168,-0.5222329678670935,0.5222329678670935,1,11,3,3,0.0,0.7006490497453707,-0.3015113445777635,7,4,0.5038844781036871,-0.5059251242107867,1.0,1,1,2
1558,2098,Pilot15,139,Experiment,73,1,0,1,1,9,1,1,like2.png,812,3438735.75,100.0,2657,z,271,119,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L09_R01.wav,11,5.602118820879701,-0.7722084451605665,-1.2320222584449578,0.8445236915357168,1.2185435916898848,-1.5666989036012806,0,10,-8,8,-0.26111648393354675,-1.8683974659876552,1.9598237397554636,9,1,1.1988975513501519,-1.5526667605089661,1.0,1,4,0
1559,2099,Pilot15,140,Experiment,9,1,0,1,1,1,10,1,like2.png,812,3454614.6,100.0,1360,m,550,120,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L01_R10.wav,11,6.309918278226516,-0.5279230397056773,-0.4175272747577397,0.8445236915357168,-1.5666989036012806,1.5666989036012806,1,11,9,9,0.0,2.101947149236112,2.412090756622109,10,1,1.5464040879733845,-1.5526667605089661,1.0,1,0,4
1560,2100,Pilot15,141,Experiment,76,1,0,1,1,9,4,1,like2.png,812,3465807.09,100.0,2263,z,359,121,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L09_R04.wav,11,5.883322388488279,-0.6951578513253326,-0.908429335570041,0.8445236915357168,1.2185435916898848,-0.5222329678670935,0,13,-5,5,0.5222329678670935,-1.1677484162422844,0.6030226891555273,9,4,1.1988975513501519,-0.5059251242107867,1.0,1,4,1
1561,2101,Pilot15,142,Experiment,83,1,0,1,1,10,2,1,like2.png,812,3476927.83,100.0,2834,z,330,122,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L10_R02.wav,11,5.799092654460526,-0.720549524293762,-1.0053560782099378,0.8445236915357168,1.5666989036012806,-1.2185435916898848,0,12,-8,8,0.26111648393354675,-1.8683974659876552,1.9598237397554636,10,2,1.5464040879733845,-1.2037528817429064,1.0,1,4,0
1562,2102,Pilot15,143,Experiment,48,1,0,1,1,6,3,1,like2.png,732,3491974.93,86.67,2993,z,2027,123,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L06_R03.wav,11,7.614312146452,0.7653011318243272,1.0834943089610587,0.32534210790304663,0.17407765595569785,-0.8703882797784892,0,9,-3,3,-0.5222329678670935,-0.7006490497453707,-0.3015113445777635,6,3,0.15637794148045467,-0.8548390029768466,0.0,1,2,0
1563,2103,Pilot15,144,Experiment,90,1,0,1,1,10,9,1,like2.png,342,3504790.26,21.67,1783,m,675,124,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L10_R09.wav,11,6.51471269087253,-0.4184761734624474,-0.18186162108146664,-2.206301023088969,1.5666989036012806,1.2185435916898848,1,19,-1,1,2.088931871468374,-0.2335496832484569,-1.2060453783110543,9,10,1.1988975513501519,1.587558148385572,0.0,0,4,4
1564,2104,Pilot15,145,Experiment,49,1,0,1,1,6,4,1,like2.png,702,3518518.95,81.67,1763,z,771,125,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L06_R04.wav,11,6.647688373563329,-0.3344209801876469,-0.028840839022616954,0.13060032859596848,0.17407765595569785,-0.5222329678670935,0,10,-2,2,-0.26111648393354675,-0.4670993664969138,-0.7537783614444089,6,4,0.15637794148045467,-0.5059251242107867,0.0,1,2,1
1565,2105,Pilot15,146,Experiment,23,1,0,1,1,3,6,1,like2.png,812,3530623.39,100.0,1751,m,192,126,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L03_R06.wav,11,5.2574953720277815,-0.8413788646262877,-1.6285951399827003,0.8445236915357168,-0.8703882797784892,0.17407765595569785,1,9,3,3,-0.5222329678670935,0.7006490497453707,-0.3015113445777635,6,3,0.15637794148045467,-0.8548390029768466,1.0,1,1,2
1566,2106,Pilot15,147,Experiment,26,1,0,1,1,3,9,1,like2.png,812,3546014.41,100.0,2486,m,4483,127,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L03_R09.wav,11,8.40804774415544,2.9157131597713084,1.9968796697337379,0.8445236915357168,-0.8703882797784892,1.2185435916898848,1,12,6,6,0.26111648393354675,1.4012980994907414,1.0552897060221726,9,3,1.1988975513501519,-0.8548390029768466,1.0,1,1,4
1567,2107,Pilot15,148,Experiment,27,1,0,1,1,3,10,1,like2.png,812,3560191.35,100.0,2343,m,360,128,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L03_R10.wav,11,5.886104031450156,-0.6942822763953868,-0.9052283805320835,0.8445236915357168,-0.8703882797784892,1.5666989036012806,1,13,7,7,0.5222329678670935,1.6348477827391983,1.507556722888818,10,3,1.5464040879733845,-0.8548390029768466,1.0,1,1,4
1568,2108,Pilot15,149,Experiment,60,1,0,1,1,7,6,1,like2.png,702,3577182.76,81.67,2400,z,351,129,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L07_R06.wav,11,5.860786223465865,-0.7021624507648994,-0.9343626605701884,0.13060032859596848,0.5222329678670935,0.17407765595569785,0,13,-1,1,0.5222329678670935,-0.2335496832484569,-1.2060453783110543,7,6,0.5038844781036871,0.19190263332133284,0.0,1,3,2
1569,2109,Pilot15,150,Experiment,64,1,0,1,1,8,1,1,like2.png,812,3589423.53,100.0,2103,z,475,130,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L08_R01.wav,11,6.163314804034641,-0.5935911594516152,-0.5862301369611109,0.8445236915357168,0.8703882797784892,-1.5666989036012806,0,9,-7,7,-0.5222329678670935,-1.6348477827391983,1.507556722888818,8,1,0.8513910147269195,-1.5526667605089661,1.0,1,3,0
1570,2110,Pilot15,151,Experiment,47,1,0,1,1,6,2,1,like2.png,762,3603151.76,91.67,1154,z,1437,131,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L06_R02.wav,11,7.270312886079025,0.2487119231562821,0.6876397076928171,0.5200838872101248,0.17407765595569785,-1.2185435916898848,0,8,-4,4,-0.7833494518006403,-0.9341987329938276,0.15075567228888187,6,2,0.15637794148045467,-1.2037528817429064,0.0,1,2,0
1571,2111,Pilot15,152,Experiment,87,1,0,1,1,10,6,1,like2.png,552,3617046.45,56.67,4717,z,1465,132,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L10_R06.wav,11,7.289610521451167,0.2732280211947656,0.7098463186819711,-0.8431085679394221,1.5666989036012806,0.17407765595569785,0,16,-4,4,1.3055824196677337,-0.9341987329938276,0.15075567228888187,10,6,1.5464040879733845,0.19190263332133284,0.0,1,4,2
1572,2112,Pilot15,153,Experiment,52,1,0,1,1,6,8,1,like2.png,732,3632126.67,86.67,1242,m,1062,133,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L06_R08.wav,11,6.967909201801884,-0.07962867557340762,0.339650907566376,0.32534210790304663,0.17407765595569785,0.8703882797784892,1,14,2,2,0.7833494518006403,0.4670993664969138,-0.7537783614444089,8,6,0.8513910147269195,0.19190263332133284,0.0,1,2,3
1573,2113,Pilot15,154,Experiment,8,1,0,1,1,1,9,1,like2.png,812,3644686.25,100.0,1700,m,605,134,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L01_R09.wav,11,6.405228458030842,-0.47976641855865615,-0.3078497912005402,0.8445236915357168,-1.5666989036012806,1.2185435916898848,1,10,8,8,-0.26111648393354675,1.8683974659876552,1.9598237397554636,9,1,1.1988975513501519,-1.5526667605089661,1.0,1,0,4
1574,2114,Pilot15,155,Experiment,43,1,0,1,1,5,8,1,like2.png,812,3659359.22,100.0,2873,m,644,135,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L05_R08.wav,11,6.467698726104354,-0.44561899629076845,-0.23596259286020607,0.8445236915357168,-0.17407765595569785,0.8703882797784892,1,13,3,3,0.5222329678670935,0.7006490497453707,-0.3015113445777635,8,5,0.8513910147269195,-0.15701124544472697,1.0,1,2,3
1575,2115,Pilot15,156,Experiment,51,1,0,1,1,6,7,1,like2.png,762,3782543.97,91.67,2090,m,362,136,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L06_R07.wav,11,5.8916442118257715,-0.6925311265354951,-0.8988530589945731,0.5200838872101248,0.17407765595569785,0.5222329678670935,1,13,1,1,0.5222329678670935,0.2335496832484569,-1.2060453783110543,7,6,0.5038844781036871,0.19190263332133284,1.0,1,2,2
1576,2116,Pilot15,157,Experiment,21,1,0,1,1,3,4,1,like2.png,492,3795896.02,46.67,2804,m,2647,137,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L03_R04.wav,11,7.881182202227102,1.3081575883907477,1.3905930492454017,-1.2325921265535784,-0.8703882797784892,-0.5222329678670935,1,7,1,1,-1.044465935734187,0.2335496832484569,-1.2060453783110543,4,3,-0.5386351317660102,-0.8548390029768466,0.0,1,1,1
1577,2117,Pilot15,158,Experiment,17,1,0,1,1,2,9,1,like2.png,812,3808038.87,100.0,2374,m,407,138,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L02_R09.wav,11,6.008813185442595,-0.6531302546879324,-0.7640217303405291,0.8445236915357168,-1.2185435916898848,1.2185435916898848,1,11,7,7,0.0,1.6348477827391983,1.507556722888818,9,2,1.1988975513501519,-1.2037528817429064,1.0,1,0,4
1578,2118,Pilot15,159,Experiment,53,1,0,1,1,6,9,1,like2.png,522,3823414.62,51.67,5175,z,3149,139,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L06_R09.wav,11,8.054840221101024,1.747696203223559,1.5904287283798153,-1.0378503472465002,0.17407765595569785,1.2185435916898848,0,15,3,3,1.044465935734187,0.7006490497453707,-0.3015113445777635,6,9,0.15637794148045467,1.2386442696195124,0.0,0,2,4
1579,2119,Pilot15,160,Experiment,69,1,0,1,1,8,6,1,like2.png,612,3838584.12,66.67,1953,z,1169,140,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L08_R06.wav,11,7.063903961472068,0.014057841930797175,0.4501161663343179,-0.45362500932526584,0.8703882797784892,0.17407765595569785,0,14,-2,2,0.7833494518006403,-0.4670993664969138,-0.7537783614444089,8,6,0.8513910147269195,0.19190263332133284,0.0,1,3,2
1580,2120,Pilot15,161,Experiment,41,1,0,1,1,5,6,1,like2.png,462,3852911.61,41.67,1691,m,2946,141,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L05_R06.wav,11,7.988203597022576,1.5699544924445537,1.5137471267221967,-1.4273339058606564,-0.17407765595569785,0.17407765595569785,1,11,1,1,0.0,0.2335496832484569,-1.2060453783110543,6,5,0.15637794148045467,-0.15701124544472697,0.0,1,2,2
1581,2121,Pilot15,162,Experiment,10,1,0,1,1,2,1,1,like2.png,812,3864231.09,100.0,2198,z,816,142,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L02_R01.wav,11,6.704414354964107,-0.2950201083400841,0.03643616397037742,0.8445236915357168,-1.2185435916898848,-1.5666989036012806,0,3,-1,1,-2.088931871468374,-0.2335496832484569,-1.2060453783110543,2,1,-1.233648205012475,-1.5526667605089661,1.0,1,0,0
1582,2122,Pilot15,163,Experiment,66,1,0,1,1,8,3,1,like2.png,812,3877335.89,100.0,1562,z,721,143,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L08_R03.wav,11,6.580639137284949,-0.37819972668493884,-0.10599725111356385,0.8445236915357168,0.8703882797784892,-0.8703882797784892,0,11,-5,5,0.0,-1.1677484162422844,0.6030226891555273,8,3,0.8513910147269195,-0.8548390029768466,1.0,1,3,0
1583,2123,Pilot15,164,Experiment,2,1,0,1,1,1,3,1,like2.png,812,3887806.6,100.0,2256,m,75,144,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L01_R03.wav,11,4.31748811353631,-0.9438211314299509,-2.7103015311416376,0.8445236915357168,-1.5666989036012806,-0.8703882797784892,1,4,2,2,-1.8278153875348273,0.4670993664969138,-0.7537783614444089,3,1,-0.8861416683892427,-1.5526667605089661,1.0,1,0,0
1584,2124,Pilot15,165,Experiment,77,1,0,1,1,9,5,1,like2.png,752,3901671.08,90.0,3341,z,339,145,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L09_R05.wav,11,5.82600010738045,-0.7126693499242495,-0.9743925260348199,0.45504013292156054,1.2185435916898848,-0.17407765595569785,0,14,-4,4,0.7833494518006403,-0.9341987329938276,0.15075567228888187,9,5,1.1988975513501519,-0.15701124544472697,0.0,1,4,1
1585,2125,Pilot15,166,Experiment,13,1,0,1,1,2,5,1,like2.png,812,3918710.88,100.0,2628,m,329,146,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L02_R05.wav,11,5.796057750765372,-0.7214250992237078,-1.008848471161103,0.8445236915357168,-1.2185435916898848,-0.17407765595569785,1,7,3,3,-1.044465935734187,0.7006490497453707,-0.3015113445777635,5,2,-0.19112859514277777,-1.2037528817429064,1.0,1,0,1
